id	gene_short_name	num_cells_expressed
LOC117684168	thimet oligopeptidase-like	729
LOC117684856	uncharacterized LOC117684856	1
LOC117684859	uncharacterized LOC117684859	0
LOC117684467	uncharacterized LOC117684467	18
LOC105343759	uncharacterized LOC105343759	0
LOC109620665	uncharacterized LOC109620665	14
LOC105343758	Protein FAM59A	2756
LOC105343761	J domain-containing protein DDB_G0295729	1066
LOC105325610	translation initiation factor eIF-2B subunit gamma	4895
LOC117684169	uncharacterized LOC117684169	3
LOC105330891	sterile alpha motif domain-containing protein 15	2103
LOC105330890	excitatory amino acid transporter 1	4574
LOC105330888	geranylgeranyl transferase type-2 subunit alpha	1423
LOC105330901	ethanolaminephosphotransferase 1-like	2252
LOC105318515	poly(U)-specific endoribonuclease-A	5766
LOC105318516	PITH domain-containing protein GA19395	4365
LOC105318513	programmed cell death protein 2	1148
LOC109619440	uncharacterized LOC109619440	31
LOC105318512	mucin-5AC	557
LOC117684170	S-methyl-5'-thioadenosine phosphorylase-like	193
LOC105318510	S-methyl-5'-thioadenosine phosphorylase	1267
LOC105318508	acid sphingomyelinase-like phosphodiesterase 3b	820
LOC105318507	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	3019
LOC105318506	serine/threonine-protein kinase Nek8	310
LOC117684242	uncharacterized LOC117684242_ncRNA	1
LOC117684243	uncharacterized LOC117684243_ncRNA	0
LOC117684244	uncharacterized LOC117684244_ncRNA	8
LOC105318503	mediator of RNA polymerase II transcription subunit 23	278
LOC117680454	myosin regulatory light polypeptide 9-like	12829
LOC117684245	uncharacterized LOC117684245	22
LOC117684246	uncharacterized LOC117684246_ncRNA	234
LOC117684171	dentin sialophosphoprotein-like	3
LOC117684247	uncharacterized LOC117684247	0
LOC109617173	uncharacterized LOC109617173_ncRNA	80
LOC117684248	putative deoxyribonuclease TATDN2	3
LOC117684249	uncharacterized LOC117684249_ncRNA	3
LOC117684250	mediator of RNA polymerase II transcription subunit 23-like	263
LOC117684252	uncharacterized LOC117684252	3
LOC105318502	myosin regulatory light polypeptide 9	5575
LOC105318499	high affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	526
LOC105318497	alpha-N-acetylglucosaminidase	2284
LOC105318496	acetyl-coenzyme A synthetase	6698
LOC105318495	glutamate receptor ionotropic, NMDA 3A	25
LOC105318494	glutamate receptor ionotropic, NMDA 3A	378
LOC105318493	uncharacterized LOC105318493	1572
LOC105318492	transient receptor potential cation channel subfamily A member 1	122
LOC105318491	protein patched homolog 1	1135
LOC105318490	transportin-1	7592
LOC105318489	uncharacterized LOC105318489	1770
LOC105318488	ras-related protein Rab-3	4067
LOC105327975	tRNA 2-selenouridine synthase-like	2057
LOC105327959	ERI1 exoribonuclease 3	1285
LOC105327960	uncharacterized LOC105327960	2678
LOC109618722	uncharacterized LOC109618722	1416
LOC105327958	arrestin domain-containing protein 3	926
LOC105327957	uncharacterized LOC105327957	154
LOC105327956	protein C9orf135 homolog	3303
LOC109618208	uncharacterized LOC109618208	0
LOC117684256	putative nuclease HARBI1	1
LOC105327955	uncharacterized LOC105327955	1
LOC117684257	heat shock 70 kDa protein 12A-like	4
LOC105327954	uncharacterized LOC105327954	1
LOC105335257	uncharacterized LOC105335257	32
LOC117684172	uncharacterized protein K02A2.6-like	0
LOC105333832	zinc finger MYM-type protein 1-like	12
LOC105335256	laminin subunit alpha	7697
LOC105335253	protein SMIM7 homolog	8539
LOC105335254	choline transporter-like protein 1	1746
LOC105335255	post-GPI attachment to proteins factor 6-like	3196
LOC105342281	uncharacterized LOC105342281	5265
LOC105335252	uncharacterized LOC105335252	1582
LOC105335251	serine/threonine-protein kinase STK11	12071
LOC105335249	asparagine synthetase domain-containing protein 1	919
LOC105335248	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B	1838
LOC105335247	inositol hexakisphosphate kinase 1	7937
LOC105339051	uncharacterized LOC105339051	60
LOC105339052	uncharacterized LOC105339052	1702
LOC105339057	eukaryotic translation initiation factor 2 subunit 1	13266
LOC105339055	centromere protein K	6617
LOC105339054	importin-13	1330
LOC105339053	uncharacterized LOC105339053	6208
LOC105339056	non-specific lipid-transfer protein	8293
LOC105330823	nipped-B-like protein B	11352
LOC105335167	lymphocyte expansion molecule	1053
LOC105335166	probable ATP-dependent RNA helicase DDX4	2821
LOC105335164	DEP domain-containing mTOR-interacting protein	24
LOC105335165	HEAT repeat-containing protein 1	2369
LOC105334750	histone H2A deubiquitinase MYSM1	1686
LOC105341717	adhesion G protein-coupled receptor L3	10616
LOC117684259	uncharacterized LOC117684259	161
LOC105320638	nucleoporin NDC1	1331
LOC105320637	tax1-binding protein 3 homolog	6828
LOC105320636	zinc finger protein GLIS3	1108
LOC105320635	GPI ethanolamine phosphate transferase 2	463
LOC105320634	homeobox protein TGIF2	9693
LOC105320662	ATPase ASNA1 homolog	4393
LOC105320633	NAD-dependent protein deacetylase Sirt6	653
LOC105320632	WD repeat-containing protein 36	1590
LOC117684260	bone morphogenetic protein 4-like	10
LOC117684261	uncharacterized LOC117684261_ncRNA	2
LOC109620520	uncharacterized LOC109620520	4
LOC117684262	uncharacterized LOC117684262_ncRNA	0
LOC105320631	bone morphogenetic protein 4	1
LOC105320630	tubulointerstitial nephritis antigen-like	150
LOC105320629	serine/arginine repetitive matrix protein 1	3166
LOC105320628	SCY1-like protein 2	1962
LOC105325883	uncharacterized LOC105325883	3
LOC105325877	tyrosine-protein kinase SRK2	9358
LOC105325876	putative deoxyribonuclease TATDN1	3213
LOC105325875	protein DBF4 homolog A	7240
LOC105325874	proteasome adapter and scaffold protein ECM29	1319
LOC105325873	mucolipin-3	1126
LOC105325872	uncharacterized LOC105325872	11254
LOC105325871	structural maintenance of chromosomes protein 2-like	12217
LOC105342068	trichohyalin	897
LOC105342067	tartrate-resistant acid phosphatase type 5	191
LOC105342066	trifunctional enzyme subunit alpha, mitochondrial-like	7550
LOC105342065	trifunctional enzyme subunit beta, mitochondrial	9258
LOC105342063	ATPase family AAA domain-containing protein 2	8541
LOC105342062	uncharacterized LOC105342062	3637
LOC105342059	CD151 antigen	5281
LOC105342061	uncharacterized LOC105342061_ncRNA	324
LOC105342060	tetraspanin-18	12191
LOC117684263	tetraspanin-18-like	883
LOC105342058	deoxynucleotidyltransferase terminal-interacting protein 2	10697
LOC105342055	fidgetin-like protein 1	666
LOC105342056	folliculin-interacting protein 1-like	4777
LOC105342053	coilin	4211
LOC109618855	uncharacterized LOC109618855_ncRNA	0
LOC117684265	uncharacterized LOC117684265	0
LOC117684264	uncharacterized LOC117684264	0
LOC117684269	uncharacterized LOC117684269_ncRNA	1
LOC117684266	uncharacterized LOC117684266	0
LOC117684268	uncharacterized LOC117684268_ncRNA	0
LOC117684267	uncharacterized LOC117684267_ncRNA	0
LOC117684270	uncharacterized LOC117684270_ncRNA	0
LOC105342052	RNA polymerase I-specific transcription initiation factor RRN3	1819
LOC105342048	caspase-7-like	3371
LOC105342049	caspase-7	25
LOC105343353	coiled-coil domain-containing protein 33	1213
LOC105343352	tether containing UBX domain for GLUT4	635
LOC105343351	DNA excision repair protein ERCC-6	6213
LOC105343350	beta-lactamase domain-containing protein 2	955
LOC105343349	ATP synthase subunit delta, mitochondrial	16630
LOC105343348	rapamycin-insensitive companion of mTOR-like	3493
LOC105343346	diisopropyl-fluorophosphatase	1195
LOC105343345	uncharacterized LOC105343345	42
LOC105349038	uncharacterized LOC105349038	41
LOC105349122	uncharacterized LOC105349122	2
LOC105349036	titin homolog	14
LOC117684271	uncharacterized LOC117684271_ncRNA	0
LOC105349026	heat shock 70 kDa protein 12A	1
LOC105349016	heat shock 70 kDa protein 12A	10
LOC117684272	uncharacterized LOC117684272_ncRNA	0
LOC105344161	heat shock 70 kDa protein 12A	10
LOC105344160	heat shock 70 kDa protein 12A	17
LOC105324924	galactoside 2-alpha-L-fucosyltransferase 2	6544
LOC109619482	uncharacterized LOC109619482_ncRNA	175
LOC105324923	rhodopsin, G0-coupled	18
LOC105324922	ependymin-related protein 1	8159
LOC105324920	uncharacterized LOC105324920	22
LOC105324921	uncharacterized LOC105324921	9
LOC117684273	uncharacterized LOC117684273	8
LOC117684274	uncharacterized LOC117684274	1
LOC105329621	uncharacterized LOC105329621	287
LOC105329622	SUN domain-containing protein 2	6965
LOC117684275	NADPH:adrenodoxin oxidoreductase, mitochondrial-like	3463
LOC105329620	rho GDP-dissociation inhibitor 1	10786
LOC105329618	serine/arginine-rich splicing factor 4	2168
LOC105329617	uncharacterized LOC105329617	10380
LOC105329616	uncharacterized LOC105329616	3094
LOC105329631	uncharacterized LOC105329631	1423
LOC105339260	uncharacterized LOC105339260	167
LOC105341651	uncharacterized LOC105341651_ncRNA	6
LOC117680503	uncharacterized LOC117680503	174
LOC105329615	casein kinase I	12464
LOC105329613	DNA-directed RNA polymerase III subunit RPC4	5697
LOC105329612	tyrosine--tRNA ligase, mitochondrial	1570
LOC105329611	WW domain-binding protein 2	3272
LOC105329610	FMRFamide receptor	198
LOC105329609	uncharacterized LOC105329609	1849
LOC105329608	caskin-1	4756
LOC117684279	uncharacterized LOC117684279_ncRNA	19
Trnai-uau_3		0
LOC105329606	TATA element modulatory factor	6634
LOC117684278	uncharacterized LOC117684278	52
LOC105329605	uncharacterized LOC105329605	6550
LOC105329604	uncharacterized LOC105329604	445
LOC105329603	N-alpha-acetyltransferase 25, NatB auxiliary subunit	3866
LOC109618139	sacsin-like	160
LOC105341980	renalase	3663
LOC105341977	marginal zone B- and B1-cell-specific protein	7756
LOC105341978	uncharacterized LOC105341978	122
LOC105341976	uncharacterized LOC105341976	155
LOC105332665	cytochrome b-c1 complex subunit 2, mitochondrial	12770
LOC105341981	fucolectin-6	6
LOC105341975	O-methyltransferase MdmC	32
LOC105327442	uncharacterized LOC105327442	4
LOC105332514	uncharacterized LOC105332514	29
LOC105327443	uncharacterized LOC105327443	628
LOC105327445	sperm-specific protein PHI-2B/PHI-3	2581
LOC117684281	uncharacterized LOC117684281	7
LOC105327447	uncharacterized LOC105327447	127
LOC105327448	uncharacterized LOC105327448	27
LOC105327449	coiled-coil domain-containing protein 137	7783
LOC105327452	leucine-rich repeat-containing protein 74A	600
LOC105327450	uncharacterized LOC105327450	4633
LOC105327454	uncharacterized LOC105327454	3337
LOC105334184	cell migration-inducing and hyaluronan-binding protein-like	914
LOC105334185	uncharacterized LOC105334185	5
LOC105334186	uncharacterized LOC105334186	227
LOC105334187	uncharacterized LOC105334187	6
LOC117684282	perlucin-like protein	1
LOC105348503	perlucin-like protein	265
LOC105348505	perlucin-like protein	8
LOC105348509	active regulator of SIRT1	5173
LOC105348510	COP9 signalosome complex subunit 3	2798
LOC105348511	transmembrane protease serine 9	23
LOC117684283	CUB and peptidase domain-containing protein 1-like	0
LOC105348513	trypsin-1	373
LOC105348514	uncharacterized LOC105348514	142
LOC117684284	uncharacterized LOC117684284_ncRNA	0
LOC105348516	phosphoinositide 3-kinase adapter protein 1	283
LOC105348518	E3 ubiquitin-protein ligase MGRN1	7345
LOC105348520	UBA-like domain-containing protein 1	12580
LOC105348521	protein FAM241B	2471
LOC105348537	annexin A7	870
LOC117680645	uncharacterized LOC117680645	75
LOC105318334	uncharacterized LOC105318334	8
LOC117684285	uncharacterized LOC117684285_ncRNA	36
LOC117684286	annexin A7-like	285
LOC105330918	RNA demethylase ALKBH5	4092
LOC105330919	transmembrane 9 superfamily member 3-like	8224
LOC117684287	E3 SUMO-protein ligase KIAA1586-like	123
LOC105330920	receptor-type tyrosine-protein phosphatase T	5
LOC105330922	uncharacterized LOC105330922	8
LOC117684290	uncharacterized LOC117684290_ncRNA	0
LOC105317533	receptor-type tyrosine-protein phosphatase alpha	0
LOC105317534	receptor-type tyrosine-protein phosphatase mu	3
LOC105317535	receptor-type tyrosine-protein phosphatase F	0
LOC117684288	receptor-type tyrosine-protein phosphatase T-like	79
LOC109617047	receptor-type tyrosine-protein phosphatase C-like	171
LOC117684289	receptor-type tyrosine-protein phosphatase C-like	1
LOC105341828	receptor-type tyrosine-protein phosphatase epsilon	128
LOC105317539	uncharacterized LOC105317539	12752
LOC105317540	ABC transporter F family member 4	617
LOC105317541	melanopsin	9
LOC105317542	parapinopsin	29
LOC117684291	regulatory-associated protein of mTOR-like	910
LOC105317567	trichohyalin	203
LOC117684293	uncharacterized protein PF11_0207-like	479
LOC105346130	cyclin-dependent kinase 1	3966
LOC105332076	uncharacterized LOC105332076	1
LOC117684292	xylosyltransferase oxt-like	131
LOC117684294	UPF0489 protein C5orf22 homolog	941
LOC105346128	UPF0193 protein EVG1	1375
LOC117684295	acyl-CoA desaturase-like	1
LOC117680446	acyl-CoA desaturase-like	27
LOC105335419	mitotic spindle assembly checkpoint protein MAD2A	1029
LOC105317543	regulatory-associated protein of mTOR	1032
LOC117684296	putative inhibitor of apoptosis	165
LOC117684297	cyclin-dependent kinase 1-like	5552
LOC105346131	xylosyltransferase oxt	1323
LOC105346127	UPF0489 protein C5orf22 homolog	850
LOC117684298	UPF0193 protein EVG1-like	82
LOC117684299	uncharacterized LOC117684299_ncRNA	2
LOC105346129	acyl-CoA desaturase	76
LOC105335417	acyl-CoA desaturase	174
LOC117684300	mitotic spindle assembly checkpoint protein MAD2A-like	739
LOC105335423	oligodendrocyte transcription factor 3	23
LOC105335420	neurogenic differentiation factor 1	2103
LOC105335810	probable G-protein coupled receptor B0563.6	12
LOC105338525	probable G-protein coupled receptor B0563.6	924
LOC105331781	glutathione hydrolase-like YwrD proenzyme	150
LOC105338537	RYamide receptor	566
LOC105338528	nucleoredoxin	13521
LOC105338527	probable nucleoredoxin 1	138
LOC105338529	calcium-activated potassium channel slowpoke	830
LOC105338531	rRNA methyltransferase 2, mitochondrial	1232
LOC105338532	annexin B9	9580
LOC105345098	uncharacterized LOC105345098	352
LOC105345097	phosphomannomutase	10285
LOC105345096	kelch-like protein 10	3262
LOC105345095	high-affinity choline transporter 1	2990
LOC105338322	rhodopsin	40
LOC105336494	uncharacterized LOC105336494	191
LOC105336505	uncharacterized LOC105336505	258
LOC105336482	neurocalcin-delta	157
LOC105336476	calcium-binding protein NCS-1	230
LOC105336453	ferric-chelate reductase 1	4371
LOC105336443	cytochrome P450 10	3
LOC105336400	cytochrome P450 10	531
LOC105341691	cytochrome P450 10	62
LOC105341692	RING finger and CHY zinc finger domain-containing protein 1-like	2976
LOC105341693	tyrosine-protein kinase SYK-like	5455
LOC105341695	dystrobrevin beta	283
LOC105341696	uncharacterized LOC105341696	1048
LOC105341698	eukaryotic translation initiation factor 4E-binding protein 1	9867
LOC105341699	DNA polymerase beta	7163
LOC105341700	glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	8241
LOC105341701	5-phosphohydroxy-L-lysine phospho-lyase	2689
LOC105341702	guanine nucleotide-binding protein subunit alpha-12	2385
LOC105341712	hypothetical protein	4191
LOC117684301	U3 small nucleolar RNA-associated protein 6 homolog	2316
LOC105341714	kelch-like protein 18	270
LOC105332408	uncharacterized LOC105332408	855
LOC105332354	uncharacterized LOC105332354	10319
LOC105332355	cytokine receptor-like factor 3	3665
LOC105332353	testis-specific serine/threonine-protein kinase 1-like	60
LOC105332352	probable E3 ubiquitin-protein ligase bre1	0
LOC105332351	carbon catabolite-derepressing protein kinase	0
LOC105332406	polypeptide N-acetylgalactosaminyltransferase 5	20
LOC105332350	uncharacterized LOC105332350	13
LOC109619255	uncharacterized LOC109619255	1
LOC117684302	uncharacterized LOC117684302	6
LOC117684303	uncharacterized LOC117684303	1
LOC105332405	asialoglycoprotein receptor 2	2
LOC105332348	perlucin-like protein	2
LOC105332347	cell surface hyaluronidase	327
LOC117684304	cell migration-inducing and hyaluronan-binding protein-like	407
LOC105332346	uncharacterized LOC105332346_ncRNA	0
LOC105332345	uncharacterized LOC105332345_ncRNA	0
LOC105322878	follistatin-related protein 5	1118
LOC105317402	ubiquitin-conjugating enzyme E2 2	13456
LOC117684305	vicilin-like seed storage protein At2g18540	5
LOC117684306	uncharacterized LOC117684306	22
LOC117684205	M protein, serotype 5-like	4
LOC105317401	vicilin-like seed storage protein At2g18540	7
LOC105317399	bombesin receptor subtype-3-like	1
LOC117684309	uncharacterized LOC117684309_ncRNA	12
LOC117684307	vicilin-like seed storage protein At2g18540	0
LOC117684308	bombesin receptor subtype-3-like	0
LOC105317404	sodium-coupled monocarboxylate transporter 1	50
LOC117684310	melatonin receptor type 1C-like	33
Ecsit	ECSIT signalling integrator	3202
LOC105317384	serine/threonine-protein kinase 19	5544
LOC105317385	decapping and exoribonuclease protein	2264
LOC105317386	ZZ-type zinc finger-containing protein 3	943
LOC105317392	p53 and DNA damage-regulated protein 1	350
LOC105317391	C3a anaphylatoxin chemotactic receptor	117
LOC105317390	rhodopsin	39
LOC109617265	delta-type opioid receptor	2
LOC105317389	neuromedin-U receptor 2	3
LOC117680529	beta-1,3-galactosyltransferase 5-like	4
LOC117684311	piggyBac transposable element-derived protein 4-like	84
LOC105317388	beta-1,3-galactosyltransferase 5	2
LOC105325995	85/88 kDa calcium-independent phospholipase A2	1434
LOC105325996	uncharacterized LOC105325996_ncRNA	106
LOC117684312	uncharacterized LOC117684312	19
LOC109618464	adhesion G-protein coupled receptor G2	6
LOC117684313	latrophilin-like protein LAT-2	20
LOC117684314	G-protein coupled receptor Mth2-like	3
LOC105325997	uncharacterized LOC105325997	14
LOC105325998	uncharacterized LOC105325998_ncRNA	0
LOC117684315	dynein light chain 4, axonemal-like	306
LOC117684206	26S proteasome non-ATPase regulatory subunit 10-like	2537
LOC105343808	uncharacterized LOC105343808_ncRNA	2
LOC105343813	dynein light chain 4, axonemal	5773
LOC105343819	26S proteasome non-ATPase regulatory subunit 10	3348
LOC105343827	uncharacterized LOC105343827	7595
LOC105326001	kelch-like protein 24	1578
LOC105326004	perlucin-like protein	6
LOC105326003	low affinity immunoglobulin epsilon Fc receptor-like	5
LOC105326002	asialoglycoprotein receptor 1-like_partial mRNA	8
LOC105319198	uncharacterized LOC105319198	50
LOC105323962	cadherin-23	10
LOC105319201	cadherin-23	5
LOC117684316	cadherin-23-like	13
LOC105319194	protocadherin-like wing polarity protein stan	8
LOC105319193	microtubule-associated serine/threonine-protein kinase 4	2072
LOC105319192	peptidylprolyl isomerase domain and WD repeat-containing protein 1	5320
LOC105319190	PRELI domain-containing protein 1, mitochondrial	8921
LOC105319191	probable assembly chaperone of rpl4	5772
LOC117684320	uncharacterized LOC117684320	0
LOC105326562	receptor-type tyrosine-protein phosphatase epsilon	6
LOC117684324	uncharacterized LOC117684324	0
LOC117684317	receptor-type tyrosine-protein phosphatase epsilon-like	18
LOC117684322	tyrosine-protein phosphatase 2-like	0
LOC109619731	uncharacterized LOC109619731_ncRNA	10
LOC117684208	3'-5' ssDNA/RNA exonuclease TatD-like	0
LOC117684323	uncharacterized LOC117684323	0
LOC117684327	uncharacterized LOC117684327_ncRNA	17
LOC105319189	receptor-type tyrosine-protein phosphatase epsilon	3
LOC105333175	uncharacterized LOC105333175	0
LOC117684318	multiple epidermal growth factor-like domains protein 10	4
LOC117684325	P2X purinoceptor 7-like	8
LOC117684321	uncharacterized LOC117684321	48
LOC105326354	myb-related transcription factor, partner of profilin	1
LOC117684328	uncharacterized LOC117684328_ncRNA	106
LOC117684319	multiple epidermal growth factor-like domains protein 10	1
LOC105323727	uncharacterized protein K02A2.6-like	45
LOC105345728	receptor-type tyrosine-protein phosphatase epsilon	9
LOC117684326	uncharacterized LOC117684326_ncRNA	923
LOC109620916	multiple epidermal growth factor-like domains protein 10	1
LOC117684329	uncharacterized LOC117684329_ncRNA	0
LOC117684990	U1 spliceosomal RNA_ncRNA	0
LOC109619746	uncharacterized LOC109619746_ncRNA	11
LOC117685001	U1 spliceosomal RNA_ncRNA	0
LOC117685012	U1 spliceosomal RNA_ncRNA	0
LOC105322971	nuclear factor interleukin-3-regulated protein	641
LOC105322969	HAUS augmin-like complex subunit 3	3801
LOC105322968	uncharacterized LOC105322968	4139
LOC117684330	centromere protein C-like	2972
LOC117684331	uncharacterized LOC117684331	67
LOC105322967	uncharacterized LOC105322967	173
LOC105322966	uncharacterized LOC105322966	5
LOC117684332	E3 ubiquitin-protein ligase TRIM36-like	4
LOC117684333	uncharacterized LOC117684333_ncRNA	0
LOC117684334	uncharacterized LOC117684334	12
LOC109620149	elongin-C	17581
LOC105336292	glyoxalase domain-containing protein 5	950
LOC105336293	uncharacterized LOC105336293	14
LOC105336294	uncharacterized LOC105336294	2
LOC105336295	phytanoyl-CoA dioxygenase, peroxisomal	0
LOC105336296	cis-aconitate decarboxylase	7
LOC105336297	neurensin-1	594
LOC105336298	O(6)-methylguanine-induced apoptosis 2	2336
LOC105336299	ribonucleoside-diphosphate reductase small chain	14226
LOC105336300	probable E3 ubiquitin-protein ligase RNF144A	2178
LOC105336301	protein DEK	15090
LOC105336302	uncharacterized LOC105336302_ncRNA	100
LOC105334109	general transcription factor 3C polypeptide 3	3025
LOC117684335	uncharacterized LOC117684335	0
LOC105334102	peroxidasin homolog	290
LOC105334101	probable lysosomal cobalamin transporter	1383
LOC105334100	DNA primase large subunit	2112
LOC105334099	uncharacterized LOC105334099	7107
LOC105334098	uncharacterized LOC105334098	65
LOC117684336	phospholipid-transporting ATPase ABCA1-like	1231
LOC105334096	phospholipid-transporting ATPase ABCA1	1749
LOC105334095	WD repeat-containing protein 18-like	1638
LOC105323519	prostaglandin E2 receptor EP4 subtype	10
LOC105323502	prostaglandin E2 receptor EP4 subtype	20
LOC109617611	prostaglandin E2 receptor EP4 subtype-like	7
LOC105320131	prostaglandin E2 receptor EP4 subtype	0
LOC105320130	prostaglandin E2 receptor EP4 subtype	80
LOC105320228	prostaglandin E2 receptor EP4 subtype	25
LOC105320129	prostaglandin E2 receptor EP4 subtype-like	184
LOC105320133	E3 ubiquitin-protein ligase Topors	3899
LOC105345402	DNA excision repair protein ERCC-6-like 2	2717
LOC105346384	uncharacterized LOC105346384	37
LOC105346387	atrial natriuretic peptide receptor 1	74
LOC105331377	atrial natriuretic peptide receptor 1	14
LOC105335129	relaxin receptor 2	36
LOC105318398	latrophilin Cirl-like	4
LOC105318407	calumenin-B	3329
LOC105335696	nucleolar GTP-binding protein 2	5243
LOC117684337	uncharacterized LOC117684337_ncRNA	4
LOC105335695	multiple epidermal growth factor-like domains protein 10	1345
LOC105335694	periplasmic beta-glucosidase-like	213
LOC105335698	prolyl 3-hydroxylase OGFOD1-like	970
LOC105335693	uncharacterized LOC105335693	6139
LOC105335692	transmembrane prolyl 4-hydroxylase	540
LOC109619693	uncharacterized LOC109619693_ncRNA	9381
LOC105335691	F-box/LRR-repeat protein 12	1226
LOC105335689	transcription factor Sp9-like	7733
LOC105335688	zinc finger protein 70-like	383
LOC105335687	malignant fibrous histiocytoma-amplified sequence 1 homolog	574
LOC117684338	uncharacterized LOC117684338	2
LOC105343559	uncharacterized LOC105343559	1716
LOC105343557	uncharacterized LOC105343557	2835
LOC105325110	receptor-type tyrosine-protein phosphatase epsilon	1134
LOC117684339	uncharacterized LOC117684339_ncRNA	17
LOC105325112	HMG box-containing protein 4	10077
LOC105325113	phospholipase A-2-activating protein	4352
LOC105325114	uncharacterized LOC105325114	3
LOC105325115	uncharacterized LOC105325115	39
LOC105325116	protein grainyhead	2053
LOC105325117	jouberin	13051
LOC105325119	uncharacterized LOC105325119	247
LOC105325120	ribosome production factor 1	4988
LOC105325121	target of EGR1 protein 1	1112
LOC105325122	midnolin	3558
LOC105325199	kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	976
LOC105345463	BTB/POZ domain-containing protein 19	2122
LOC105325123	uncharacterized LOC105325123	325
LOC105325124	major facilitator superfamily domain-containing protein 1	40
Trnah-gug_10		0
Trnah-gug_11		0
LOC105325126	uncharacterized LOC105325126	18
LOC117684341	uncharacterized LOC117684341_ncRNA	2
LOC105325127	uncharacterized LOC105325127	2
Trnah-gug_12		0
Trnah-gug_13		0
Trnah-gug_14		0
LOC105330548	uncharacterized LOC105330548	5
LOC105335811	potassium voltage-gated channel protein Shaw	232
LOC105335814	uncharacterized LOC105335814	831
LOC105335826	uncharacterized LOC105335826	1152
LOC105335825	uncharacterized LOC105335825	5
LOC117684342	uncharacterized LOC117684342_ncRNA	4
LOC105335833	uncharacterized LOC105335833	198
LOC105322541	receptor-type tyrosine-protein phosphatase mu	102
LOC105322542	interleukin 17-like protein	1
LOC105322543	peptidyl-tRNA hydrolase ICT1, mitochondrial	4235
LOC105322544	ADP-ribosylation factor-like protein 4C	7863
Trnal-aag_6		0
LOC105322545	28S ribosomal protein S34, mitochondrial	6782
LOC105322546	uncharacterized LOC105322546	364
LOC105322547	phospholipase B-like 1	1278
LOC105322548	polycomb protein suz12	6411
LOC105322552	alpha-L-fucosidase	583
LOC105322551	alpha-L-fucosidase	1937
LOC105322550	alpha-L-fucosidase	2655
LOC105322553	methyltransferase-like protein 22	233
LOC105322555	TBCC domain-containing protein 1-like	2677
LOC105322554	putative sodium-coupled neutral amino acid transporter 10	4575
LOC105322556	uncharacterized LOC105322556	300
LOC105322557	putative ATP synthase subunit f, mitochondrial	14113
LOC105322558	uncharacterized LOC105322558	1627
LOC105322560	THO complex subunit 4	14107
LOC117684343	uncharacterized LOC117684343_ncRNA	3
LOC105321275	uncharacterized LOC105321275_ncRNA	4
LOC105322561	regulator of G-protein signaling 6	6298
LOC105322565	glutamate receptor ionotropic, NMDA 2A	23
LOC105322566	transmembrane channel-like protein 7	3600
LOC105322568	alpha-L-fucosidase	4355
LOC109617243	histone H2A.V	18502
LOC105341677	uncharacterized LOC105341677	122
LOC117684345	uncharacterized LOC117684345	0
LOC117684211	hemicentin-2-like	0
LOC105343513	uncharacterized LOC105343513_ncRNA	8
LOC117684346	uncharacterized LOC117684346	0
LOC105317159	uncharacterized LOC105317159_ncRNA	17
LOC117684347	uncharacterized LOC117684347	0
LOC105336585	collagen alpha-5(IV) chain	15
LOC105341679	uncharacterized LOC105341679	1
LOC117684349	uncharacterized LOC117684349	0
LOC117684348	uncharacterized LOC117684348	0
LOC117684350	uncharacterized LOC117684350	17
LOC117684351	B-cell receptor CD22-like	0
LOC117684353	uncharacterized LOC117684353_ncRNA	0
LOC117684352	uncharacterized LOC117684352	0
LOC117684212	uncharacterized LOC117684212	0
LOC117684354	uncharacterized LOC117684354	0
LOC117684355	uncharacterized LOC117684355_ncRNA	1
LOC117684356	uncharacterized LOC117684356	0
LOC117684357	uncharacterized LOC117684357_ncRNA	37
LOC117684358	uncharacterized LOC117684358	2
LOC105341649	uncharacterized LOC105341649_ncRNA	2
LOC117684359	uncharacterized LOC117684359_ncRNA	0
LOC105335009	uncharacterized LOC105335009_ncRNA	128
LOC117684578	uncharacterized LOC117684578	1
LOC117684846	uncharacterized LOC117684846_ncRNA	0
LOC105340711	hemicentin-2	0
LOC117684550	uncharacterized LOC117684550	1
LOC105336767	uncharacterized LOC105336767	2
LOC117684551	uncharacterized LOC117684551_ncRNA	7
LOC109619685	uncharacterized LOC109619685	4
LOC117684213	THAP domain-containing protein 10-like	31
LOC117684552	uncharacterized LOC117684552	6
LOC117684553	DNA topoisomerase 2-alpha-like	2
LOC105329685	uncharacterized LOC105329685	88
LOC105342920	uncharacterized LOC105342920	51
LOC117684214	uncharacterized LOC117684214	61
LOC117684215	uncharacterized LOC117684215	0
LOC105331626	uncharacterized LOC105331626	1
LOC117684555	ADP-ribosylation factor-like	196
LOC117684554	uncharacterized LOC117684554	48
LOC117684556	uncharacterized LOC117684556_ncRNA	46
LOC117684557	uncharacterized LOC117684557	2308
LOC117684558	uncharacterized LOC117684558	24
LOC117684559	uncharacterized LOC117684559_ncRNA	127
LOC109617227	uncharacterized LOC109617227_ncRNA	0
LOC117684560	uncharacterized LOC117684560	8
