duckID	evalue	LOC
PGEN_.00g325900	1.07E-53	LOC109618478
PGEN_.00g325910	5.07E-09	LOC105321845
PGEN_.00g325920	1.62E-05	LOC117690292
PGEN_.00g325930	8.01E-05	LOC117683550
PGEN_.00g325940	1.01E-53	LOC105348951
PGEN_.00g325950	8.04E-25	LOC105321845
PGEN_.00g325960	1	LOC105331266
PGEN_.00g325970	6.16E-69	LOC105343129
PGEN_.00g325980	2.94E-25	LOC105345903
PGEN_.00g325990	3.36E-19	LOC105327504
PGEN_.00g326000	5.65E-07	LOC117685706
PGEN_.00g326010	1.14E-19	LOC105327504
PGEN_.00g326020	2.53E-12	LOC105321824
PGEN_.00g326030	1.36E-13	LOC105345294
PGEN_.00g326040	9.16E-12	LOC105345294
PGEN_.00g326050	2.44E-15	LOC105347012
PGEN_.00g326060	6.15E-07	LOC105323289
PGEN_.00g326070	3.32E-152	LOC117690563
PGEN_.00g326080	3.03E-28	LOC117681474
PGEN_.00g326090	2.09E-20	LOC117690309
PGEN_.00g326100	1.50E-13	LOC105343998
PGEN_.00g326110	1.98E-21	LOC105345288
PGEN_.00g326120	0.053	LOC105323876
PGEN_.00g326130	7.84E-57	LOC105326228
PGEN_.00g326140	0.026	LOC105327968
PGEN_.00g326150	3.05E-42	LOC109618360
PGEN_.00g326160	4.59E-19	LOC105335578
PGEN_.00g326170	8.24E-07	LOC105341506
PGEN_.00g326180	1.13E-27	LOC105341506
PGEN_.00g326190	2.16E-20	LOC105341506
PGEN_.00g326200	7.3	LOC105329074
PGEN_.00g326210	9.7	LOC105317935
PGEN_.00g326230	3.5	LOC105321779
PGEN_.00g326250	2.24E-90	LOC109619637
PGEN_.00g326260	2.2	LOC117684073
PGEN_.00g326270	1.05E-18	LOC105321473
PGEN_.00g326280	5.47E-28	LOC105346111
PGEN_.00g326290	3.75E-18	LOC105348555
PGEN_.00g326300	2.37E-32	LOC105348555
PGEN_.00g326310	3.11E-11	LOC105321711
PGEN_.00g326320	9.27E-07	LOC105348556
PGEN_.00g326330	9.13E-38	LOC105343998
PGEN_.00g326340	6.16E-45	LOC105321832
PGEN_.00g326350	8.07E-11	LOC105346588
PGEN_.00g326360	2.98E-20	LOC105343998
PGEN_.00g326370	0.041	LOC105331266
PGEN_.00g326380	1.23E-18	LOC105346588
PGEN_.00g326390	5.77E-47	LOC105338326
PGEN_.00g326400	0.34	LOC105318649
PGEN_.00g326410	1.29E-21	LOC109618478
PGEN_.00g326420	3.50E-13	LOC105321162
PGEN_.00g326430	0.004	LOC105321825
PGEN_.00g326440	9.26E-31	LOC109618360
PGEN_.00g326450	1.51E-64	LOC105340578
PGEN_.00g326460	1.9	LOC105347812
PGEN_.00g326470	3.4	LOC117692956
PGEN_.00g326480	0.008	LOC105319496
PGEN_.00g326490	6.02E-25	LOC105328645
PGEN_.00g326500	1.59E-07	LOC117683435
PGEN_.00g326510	7.55E-20	LOC117685081
PGEN_.00g326520	1.71E-14	LOC105318047
PGEN_.00g326530	2.81E-16	LOC105346661
PGEN_.00g326540	2.90E-25	LOC105346661
PGEN_.00g326550	1.44E-04	LOC105346661
PGEN_.00g326570	5.33E-16	LOC105343475
PGEN_.00g326580	1.62E-24	LOC105343475
PGEN_.00g326590	1.87E-21	LOC105335808
PGEN_.00g326600	5.77E-04	LOC105328696
PGEN_.00g326610	1.09E-09	LOC117685844
PGEN_.00g326620	9.15E-16	LOC105331201
PGEN_.00g326630	1.00E-12	LOC105340196
PGEN_.00g326640	0.005	LOC105323064
PGEN_.00g326650	1.99E-11	LOC105331016
PGEN_.00g326660	9.93E-13	LOC105344324
PGEN_.00g326670	4.01E-05	LOC105344324
PGEN_.00g326680	1.06E-43	LOC105325198
PGEN_.00g326690	6	LOC117682873
PGEN_.00g326710	4.31E-09	LOC117682873
PGEN_.00g326720	2.9	LOC105332479
PGEN_.00g326730	3.03E-32	LOC117686330
PGEN_.00g326740	6.83E-15	LOC109617681
PGEN_.00g326750	8.08E-87	LOC105318033
PGEN_.00g326760	1.62E-18	LOC105343682
PGEN_.00g326770	2.07E-08	LOC117684504
PGEN_.00g326780	2.50E-105	LOC105318033
PGEN_.00g326790	4.97E-19	LOC109617681
PGEN_.00g326800	6.39E-51	LOC105317733
PGEN_.00g326820	0.39	LOC105322455
PGEN_.00g326830	1.46E-111	LOC117685137
PGEN_.00g326840	1.4	LOC117692972
PGEN_.00g326850	9.12E-14	LOC117684597
PGEN_.00g326860	8.02E-08	LOC105324448
PGEN_.00g326870	0.013	LOC105332649
PGEN_.00g326880	2.23E-52	LOC117684911
PGEN_.00g326890	2.79E-53	LOC117689887
PGEN_.00g326900	7.5	LOC105327066
PGEN_.00g326910	1.38E-79	LOC105329231
PGEN_.00g326920	1.05E-05	LOC117688275
PGEN_.00g326930	0.056	LOC105326938
PGEN_.00g326950	1.1	LOC105323174
PGEN_.00g326960	5.28E-14	LOC117691890
PGEN_.00g326970	7.56E-39	LOC117692956
PGEN_.00g326980	0.26	LOC117690472
PGEN_.00g326990	2.55E-10	LOC109620385
PGEN_.00g327000	2.10E-04	LOC117686120
PGEN_.00g327010	1.76E-19	LOC117686285
PGEN_.00g327020	3.82E-08	LOC117686285
PGEN_.00g327030	4.94E-110	LOC105337388
PGEN_.00g327050	4.2	LOC105337758
PGEN_.00g327070	8.31E-11	LOC117688875
PGEN_.00g327080	1.47E-07	LOC105330362
PGEN_.00g327090	1.42E-09	LOC117691177
PGEN_.00g327100	6.39E-04	LOC117688427
PGEN_.00g327110	5.17E-07	LOC117692930
PGEN_.00g327120	0.31	LOC117682339
PGEN_.00g327130	0.2	LOC105336828
PGEN_.00g327140	1.6	LOC105344398
PGEN_.00g327150	1.93E-16	LOC105319123
PGEN_.00g327160	1.47E-16	LOC105319123
PGEN_.00g327170	3.08E-147	LOC117692033
PGEN_.00g327180	3.37E-27	LOC117687131
PGEN_.00g327190	9.65E-47	LOC117690839
PGEN_.00g327200	6.02E-27	LOC117688058
PGEN_.00g327220	0.1	LOC117685816
PGEN_.00g327230	7.8	LOC117684704
PGEN_.00g327250	2.02E-20	LOC105348825
PGEN_.00g327260	1.78E-07	LOC105322303
PGEN_.00g327270	1.74E-33	LOC117688397
PGEN_.00g327280	4.24E-17	LOC105347334
PGEN_.00g327300	3.94E-166	LOC105329231
PGEN_.00g327310	2.83E-14	LOC105342863
PGEN_.00g327320	1.28E-07	LOC117687137
PGEN_.00g327330	4.07E-10	LOC105342863
PGEN_.00g327340	8.34E-14	LOC105319935
PGEN_.00g327350	1.86E-14	LOC117682121
PGEN_.00g327360	2.5	LOC105324970
PGEN_.00g327370	4.50E-87	LOC105332413
PGEN_.00g327380	1.77E-06	LOC105318687
PGEN_.00g327390	2.86E-160	LOC105337965
PGEN_.00g327400	1.31E-25	LOC105331660
PGEN_.00g327420	4.01E-12	LOC105346242
PGEN_.00g327430	4.1	LOC105340479
PGEN_.00g327440	2.28E-04	LOC105346242
PGEN_.00g327450	3.33E-21	LOC105319357
PGEN_.00g327460	5.33E-04	LOC105346242
PGEN_.00g327470	0.38	LOC105344569
PGEN_.00g327480	3.2	LOC105339821
PGEN_.00g327490	2.28E-54	LOC117683766
PGEN_.00g327500	1.5	LOC109618222
PGEN_.00g327510	1.20E-47	LOC117680756
PGEN_.00g327530	5.13E-21	LOC117689988
PGEN_.00g327540	3.22E-62	LOC117686055
PGEN_.00g327550	2.62E-20	LOC117688613
PGEN_.00g327560	1.80E-10	LOC117687131
PGEN_.00g327570	3.07E-30	LOC117688514
PGEN_.00g327580	6.9	LOC105332370
PGEN_.00g327590	1.08E-50	LOC117685462
PGEN_.00g327600	4.06E-06	LOC105318426
PGEN_.00g327610	0.06	LOC105334027
PGEN_.00g327620	2.65E-05	LOC105346081
PGEN_.00g327630	5.12E-04	LOC105318426
PGEN_.00g327640	2.83E-10	LOC105346081
PGEN_.00g327650	2.27E-29	LOC105319221
PGEN_.00g327670	1.6	LOC117692201
PGEN_.00g327680	5.14E-37	LOC105338403
PGEN_.00g327690	5.45E-06	LOC105331210
PGEN_.00g327700	7.59E-27	LOC105325625
PGEN_.00g327710	5.9	LOC117681530
PGEN_.00g327720	0.064	LOC105345788
PGEN_.00g327730	8.26E-30	LOC105331349
PGEN_.00g327740	0.045	LOC105341097
PGEN_.00g327750	5.2	LOC105342829
PGEN_.00g327770	1.15E-33	LOC105343990
PGEN_.00g327780	4.65E-10	LOC105343998
PGEN_.00g327790	9.44E-17	LOC105343998
PGEN_.00g327800	4.93E-93	LOC105341499
PGEN_.00g327810	2.01E-05	LOC105320790
PGEN_.00g327830	8.17E-12	LOC105340891
PGEN_.00g327840	2.16E-11	LOC105321752
PGEN_.00g327850	3.02E-17	LOC105320698
PGEN_.00g327860	3.41E-10	LOC117681903
PGEN_.00g327880	2.28E-16	LOC105339823
PGEN_.00g327890	4.48E-39	LOC105332466
PGEN_.00g327900	1.35E-28	LOC105341028
PGEN_.00g327910	2.21E-15	LOC105324448
PGEN_.00g327920	2.3	LOC105332623
PGEN_.00g327940	7.3	LOC105328521
PGEN_.00g327950	8.50E-10	LOC117685317
PGEN_.00g327960	3.40E-28	LOC105340890
PGEN_.00g327970	2.12E-32	LOC117681623
PGEN_.00g327980	2.98E-12	LOC117692217
PGEN_.00g327990	2.71E-06	LOC105326918
PGEN_.00g328000	1.31E-14	LOC105337817
PGEN_.00g328010	1.11E-07	LOC117692642
PGEN_.00g328020	5.88E-17	LOC105345433
PGEN_.00g328030	7.51E-12	LOC105345433
PGEN_.00g328040	0.006	LOC105322401
PGEN_.00g328050	4.00E-09	LOC105342530
PGEN_.00g328060	4.61E-09	LOC105317955
PGEN_.00g328070	1.18E-13	LOC105317955
PGEN_.00g328080	0.74	LOC105324650
PGEN_.00g328090	1.21E-16	LOC105331812
PGEN_.00g328100	4.7	LOC105342841
PGEN_.00g328110	5.53E-88	LOC105345050
PGEN_.00g328120	1.99E-57	LOC105345050
PGEN_.00g328130	5.53E-88	LOC105345050
PGEN_.00g328140	6.08E-23	LOC105322860
PGEN_.00g328150	7.30E-21	LOC105334604
PGEN_.00g328170	1.7	LOC105332185
PGEN_.00g328180	3.36E-19	LOC105344536
PGEN_.00g328190	2.91E-20	LOC117682920
PGEN_.00g328200	0.13	LOC105323563
PGEN_.00g328210	3.4	LOC117683749
PGEN_.00g328220	1.1	LOC105334821
PGEN_.00g328230	0.009	LOC105344473
PGEN_.00g328240	6.25E-12	LOC105322023
PGEN_.00g328250	2.86E-11	LOC105319715
PGEN_.00g328260	1.5	LOC105338008
PGEN_.00g328270	1.04E-10	LOC105321473
PGEN_.00g328280	1.27E-21	LOC105346775
PGEN_.00g328290	0	LOC105329231
PGEN_.00g328300	4.63E-49	LOC109621152
PGEN_.00g328310	3.55E-07	LOC117687287
PGEN_.00g328320	1.43E-20	LOC105325675
PGEN_.00g328330	6.85E-12	LOC105330008
PGEN_.00g328340	1.84E-26	LOC105325566
PGEN_.00g328350	2.52E-36	LOC105347794
PGEN_.00g328360	9.85E-41	LOC105348242
PGEN_.00g328370	1.96E-59	LOC105348241
PGEN_.00g328390	1.45E-26	LOC105341082
PGEN_.00g328400	3.09E-42	LOC105348240
PGEN_.00g328410	4.61E-18	LOC105338902
PGEN_.00g328430	1.42E-165	LOC105347812
PGEN_.00g328440	3.8	LOC117683133
PGEN_.00g328450	2.7	LOC105320030
PGEN_.00g328460	1.1	LOC117692903
PGEN_.00g328470	3.36E-07	LOC105333434
PGEN_.00g328480	6.41E-26	LOC105343993
PGEN_.00g328490	3.88E-22	LOC105320586
PGEN_.00g328500	1.63E-05	LOC105346803
PGEN_.00g328510	4.4	LOC105323739
PGEN_.00g328520	6.11E-05	LOC117689107
PGEN_.00g328530	0.92	LOC117682855
PGEN_.00g328540	6.48E-86	LOC117686795
PGEN_.00g328550	4.43E-26	LOC105347019
PGEN_.00g328570	0.63	LOC105339235
PGEN_.00g328590	1.75E-16	LOC105343911
PGEN_.00g328600	1.22E-13	LOC105329824
PGEN_.00g328610	1.80E-05	LOC117689988
PGEN_.00g328620	1.04E-43	LOC117684452
PGEN_.00g328630	0.009	LOC105344514
PGEN_.00g328650	3.02E-26	LOC105319123
PGEN_.00g328660	9.76E-142	LOC105319123
PGEN_.00g328670	3.1	LOC105334860
PGEN_.00g328690	9.76E-24	LOC105318549
PGEN_.00g328700	5.58E-52	LOC105348263
PGEN_.00g328710	3.17E-05	LOC105345163
PGEN_.00g328720	5.55E-56	LOC105330008
PGEN_.00g328730	4.13E-39	LOC105332657
PGEN_.00g328740	0.95	LOC105319687
PGEN_.00g328750	7.78E-04	LOC105324448
PGEN_.00g328760	2.10E-06	LOC105348923
PGEN_.00g328770	6.81E-76	LOC105321551
PGEN_.00g328780	5.62E-124	LOC105348923
PGEN_.00g328790	5.40E-90	LOC105339137
PGEN_.00g328800	3.43E-129	LOC105348923
PGEN_.00g328810	1.27E-119	LOC105348923
PGEN_.00g328820	1.70E-33	LOC105321551
PGEN_.00g328830	2.65E-78	LOC105348923
PGEN_.00g328840	1.57E-22	LOC105348108
PGEN_.00g328850	0.18	LOC105321897
PGEN_.00g328860	1.92E-04	LOC105346465
PGEN_.00g328870	8.16E-99	LOC105329980
PGEN_.00g328880	1.54E-11	LOC105326379
PGEN_.00g328890	3.61E-14	LOC105342839
PGEN_.00g328900	7.29E-23	LOC105339096
PGEN_.00g328910	5.73E-33	LOC105329829
PGEN_.00g328920	1.96E-11	LOC105317541
PGEN_.00g328930	1.95E-06	LOC105324923
PGEN_.00g328950	1.70E-07	LOC117685706
PGEN_.00g328960	3.72E-12	LOC105339946
PGEN_.00g328970	3.59E-26	LOC117692852
PGEN_.00g328980	2.22E-12	LOC117691456
PGEN_.00g328990	9.44E-24	LOC105348440
PGEN_.00g329000	0.029	LOC105345157
PGEN_.00g329010	0.009	LOC105345157
PGEN_.00g329020	2.28E-24	LOC105317890
PGEN_.00g329030	6.97E-24	LOC105323010
PGEN_.00g329040	9.97E-19	LOC105345248
PGEN_.00g329050	1.20E-34	LOC105345247
PGEN_.00g329060	0.006	LOC105324448
PGEN_.00g329070	4.12E-05	LOC117680591
PGEN_.00g329080	1.84E-38	LOC117681891
PGEN_.00g329090	6.97E-90	LOC117686795
PGEN_.00g329100	2.28E-23	LOC105342773
PGEN_.00g329110	4.65E-46	LOC105342773
PGEN_.00g329120	1.21E-51	LOC105342773
PGEN_.00g329130	1.19E-25	LOC105342762
PGEN_.00g329140	1.33E-44	LOC105344498
PGEN_.00g329150	5.00E-22	LOC105342763
PGEN_.00g329160	3.01E-18	LOC105318789
PGEN_.00g329190	6.64E-41	LOC117686795
PGEN_.00g329200	1.70E-09	LOC117686453
PGEN_.00g329220	9.50E-17	LOC105319391
PGEN_.00g329230	0.46	LOC117686601
PGEN_.00g329240	4.19E-116	LOC105340757
PGEN_.00g329250	0.025	LOC105317600
PGEN_.00g329260	0.17	LOC117687319
PGEN_.00g329270	2.73E-15	LOC105345020
PGEN_.00g329290	3.5	LOC105346446
PGEN_.00g329300	4.01E-12	LOC105345004
PGEN_.00g329310	5.82E-06	LOC105329822
PGEN_.00g329320	0.002	LOC117683426
PGEN_.00g329330	1.40E-05	LOC105345158
PGEN_.00g329340	5.70E-04	LOC117685910
PGEN_.00g329350	2.60E-13	LOC117688434
PGEN_.00g329360	0.45	LOC105345138
PGEN_.00g329370	1.5	LOC117691072
PGEN_.00g329380	1.19E-05	LOC117689142
PGEN_.00g329390	0.009	LOC105327069
PGEN_.00g329400	5.4	LOC117684683
PGEN_.00g329410	8.70E-23	LOC117682329
PGEN_.00g329420	1.13E-110	LOC109618360
PGEN_.00g329430	1.07E-13	LOC117691954
PGEN_.00g329440	3.66E-07	LOC117686759
PGEN_.00g329450	3.30E-09	LOC117684517
PGEN_.00g329460	2.2	LOC105337423
PGEN_.00g329470	5.51E-24	LOC109618704
PGEN_.00g329480	2.03E-10	LOC105324636
PGEN_.00g329490	0	LOC105325202
PGEN_.00g329500	0.014	LOC105328595
PGEN_.00g329510	2.18E-11	LOC105348746
PGEN_.00g329520	2.84E-08	LOC105343998
PGEN_.00g329530	2.94E-11	LOC105348752
PGEN_.00g329540	0.005	LOC105348752
PGEN_.00g329550	0.038	LOC117682310
PGEN_.00g329560	1.72E-09	LOC105337817
PGEN_.00g329570	1.69E-11	LOC105343589
PGEN_.00g329580	1.72E-35	LOC105327856
PGEN_.00g329590	8.2	LOC105340751
PGEN_.00g329600	5.55E-10	LOC105327338
PGEN_.00g329610	0.17	LOC105338207
PGEN_.00g329620	4.41E-05	LOC105341674
PGEN_.00g329630	1.35E-17	LOC117684841
PGEN_.00g329640	4.54E-23	LOC117680987
PGEN_.00g329650	6.65E-20	LOC117685493
PGEN_.00g329660	1.03E-56	LOC105319123
PGEN_.00g329670	6.51E-06	LOC105325303
PGEN_.00g329680	1.52E-04	LOC105325303
PGEN_.00g329690	0.019	LOC105318878
PGEN_.00g329700	8.21E-11	LOC105325303
PGEN_.00g329710	9.9	LOC105334043
PGEN_.00g329720	2.14E-07	LOC117692717
PGEN_.00g329730	1.10E-12	LOC105320297
PGEN_.00g329740	1.21E-12	LOC105320297
PGEN_.00g329750	2.69E-98	LOC105334910
PGEN_.00g329760	0.64	LOC105342498
PGEN_.00g329770	9.17E-42	LOC105321680
PGEN_.00g329790	2.36E-06	LOC105347664
PGEN_.00g329800	3.74E-04	LOC105334520
PGEN_.00g329810	0.003	LOC117680987
PGEN_.00g329820	5.23E-16	LOC117692043
PGEN_.00g329830	1.3	LOC105329656
PGEN_.00g329840	1.8	LOC105340741
PGEN_.00g329850	4.27E-04	LOC105336346
PGEN_.00g329860	1.92E-06	LOC105326448
PGEN_.00g329870	8.26E-12	LOC117692949
PGEN_.00g329880	1.05E-126	LOC105338403
PGEN_.00g329890	4.96E-12	LOC105329935
PGEN_.00g329900	6.97E-14	LOC105327022
PGEN_.00g329910	0.053	LOC105325979
PGEN_.00g329920	4.32E-06	LOC105336345
PGEN_.00g329930	5.19E-13	LOC105324448
PGEN_.00g329960	3.68E-17	LOC105326165
PGEN_.00g329980	1.52E-12	LOC105317296
PGEN_.00g329990	0.41	LOC117689443
PGEN_.00g330000	0.015	LOC105328140
PGEN_.00g330010	2.91E-20	LOC117688917
PGEN_.00g330020	0.13	LOC105326642
PGEN_.00g330030	2.41E-132	LOC105321901
PGEN_.00g330040	0.35	LOC117685425
PGEN_.00g330050	2.32E-11	LOC117690840
PGEN_.00g330060	1.71E-11	LOC105343014
PGEN_.00g330070	1.5	LOC105326499
PGEN_.00g330080	8.57E-99	LOC105317733
PGEN_.00g330090	8.61E-12	LOC117689988
PGEN_.00g330100	5.9	LOC105340130
PGEN_.00g330110	3	LOC105349159
PGEN_.00g330120	7.69E-45	LOC105329685
PGEN_.00g330130	3.79E-49	LOC105342920
PGEN_.00g330140	9.71E-32	LOC105347765
PGEN_.00g330150	8.73E-70	LOC105330008
PGEN_.00g330160	0.008	LOC105321898
PGEN_.00g330170	0.002	LOC117684685
PGEN_.00g330180	1.73E-19	LOC117684685
PGEN_.00g330190	2.88E-15	LOC105339094
PGEN_.00g330200	5.12E-23	LOC105330038
PGEN_.00g330210	1.50E-15	LOC105317678
PGEN_.00g330220	3.18E-09	LOC117689107
PGEN_.00g330230	1.17E-11	LOC109620420
PGEN_.00g330240	1.58E-13	LOC105327922
PGEN_.00g330250	0	LOC117690033
PGEN_.00g330260	1.21E-05	LOC117690912
PGEN_.00g330270	2.63E-04	LOC117690912
PGEN_.00g330280	3.11E-12	LOC105327336
PGEN_.00g330290	0.004	LOC105326718
PGEN_.00g330300	1.28E-10	LOC105341728
PGEN_.00g330310	1.44E-48	LOC105339827
PGEN_.00g330320	1.38E-20	LOC105329830
PGEN_.00g330340	3.09E-36	LOC105318607
PGEN_.00g330350	9.46E-22	LOC105331508
PGEN_.00g330360	7.4	LOC105332591
PGEN_.00g330370	4.66E-05	LOC105338424
PGEN_.00g330380	0	LOC105327339
PGEN_.00g330390	8.52E-39	LOC105318610
PGEN_.00g330400	4.35E-48	LOC105328704
PGEN_.00g330420	2.24E-11	LOC105338900
PGEN_.00g330460	2.6	LOC105336661
PGEN_.00g330470	2.31E-19	LOC105329023
PGEN_.00g330480	0.41	LOC105317935
PGEN_.00g330490	3.11E-10	LOC117691456
PGEN_.00g330500	2.10E-10	LOC117690948
PGEN_.00g330510	3.66E-10	LOC109618647
PGEN_.00g330520	4.11E-05	LOC105329024
PGEN_.00g330530	1.00E-11	LOC105329024
PGEN_.00g330550	0.003	LOC105337475
PGEN_.00g330560	2.4	LOC105324789
PGEN_.00g330570	2.31E-22	LOC105330734
PGEN_.00g330580	1.27E-20	LOC105343398
PGEN_.00g330590	0	LOC105325013
PGEN_.00g330600	3.5	LOC105326984
PGEN_.00g330610	6.56E-16	LOC105338468
PGEN_.00g330620	2.04E-23	LOC117681676
PGEN_.00g330630	8.64E-36	LOC117683480
PGEN_.00g330640	8.8	LOC105329764
PGEN_.00g330650	5.28E-08	LOC117693052
PGEN_.00g330660	2.10E-96	LOC117691177
PGEN_.00g330670	1.59E-29	LOC105321818
PGEN_.00g330680	7.99E-37	LOC105321818
PGEN_.00g330690	1.05E-17	LOC105321818
PGEN_.00g330700	2.22E-04	LOC117687783
PGEN_.00g330720	9.84E-27	LOC117682468
PGEN_.00g330730	2.40E-09	LOC105338928
PGEN_.00g330740	2.01E-05	LOC117681820
PGEN_.00g330750	4.46E-12	LOC105339946
PGEN_.00g330760	3.04E-65	LOC105330008
PGEN_.00g330770	1.16E-12	LOC105337280
PGEN_.00g330780	0.009	LOC105331210
PGEN_.00g330790	0.44	LOC117690450
PGEN_.00g330800	1.64E-93	LOC117689850
PGEN_.00g330810	2.69E-91	LOC117689850
PGEN_.00g330820	7.69E-08	LOC105327182
PGEN_.00g330830	3.53E-118	LOC105343992
PGEN_.00g330840	1.6	LOC105344535
PGEN_.00g330850	1.15E-32	LOC105343572
PGEN_.00g330860	2.88E-12	LOC105340506
PGEN_.00g330870	2.94E-12	LOC105343573
PGEN_.00g330880	3.58E-05	LOC105346438
PGEN_.00g330890	2.24E-50	LOC117681347
PGEN_.00g330900	6.01E-28	LOC117688619
PGEN_.00g330910	3.66E-23	LOC105335234
PGEN_.00g330920	2	LOC105340039
PGEN_.00g330930	1.62E-27	LOC105338672
PGEN_.00g330940	1.51E-10	LOC105334517
PGEN_.00g330950	3.1	LOC105343964
PGEN_.00g330970	3.4	LOC105326757
PGEN_.00g330980	1.22E-37	LOC105339441
PGEN_.00g330990	8.13E-07	LOC105337388
PGEN_.00g331000	7.83E-08	LOC105344755
PGEN_.00g331010	4.89E-21	LOC105333059
PGEN_.00g331020	1.47E-22	LOC105325012
PGEN_.00g331030	1.83E-30	LOC105328522
PGEN_.00g331040	3.42E-11	LOC105336190
PGEN_.00g331050	1.71E-13	LOC105336190
PGEN_.00g331060	8.4	LOC105338354
PGEN_.00g331070	5.1	LOC105338354
PGEN_.00g331080	1.34E-13	LOC105320698
PGEN_.00g331090	3.6	LOC105331167
PGEN_.00g331100	3.2	LOC105326186
PGEN_.00g331110	3.06E-11	LOC105345948
PGEN_.00g331120	0.001	LOC105327563
PGEN_.00g331130	7.38E-04	LOC105317791
PGEN_.00g331140	0.02	LOC105338165
PGEN_.00g331150	1.14E-73	LOC105341115
PGEN_.00g331160	0.37	LOC105327708
PGEN_.00g331170	1.76E-22	LOC109620671
PGEN_.00g331180	2.21E-64	LOC105330008
PGEN_.00g331190	1.87E-21	LOC105329661
PGEN_.00g331200	3.9	LOC105339349
PGEN_.00g331210	8.66E-14	LOC105318614
PGEN_.00g331220	2.49E-05	LOC117687160
PGEN_.00g331230	3.72E-13	LOC105318614
PGEN_.00g331240	1.54E-08	LOC105341082
PGEN_.00g331250	4.27E-24	LOC105325596
PGEN_.00g331260	0.13	LOC105348465
PGEN_.00g331270	5.49E-06	LOC105325596
PGEN_.00g331280	0.007	LOC105325596
PGEN_.00g331300	1.85E-11	LOC105325575
PGEN_.00g331310	0.003	LOC105333572
PGEN_.00g331320	0.002	LOC117691357
PGEN_.00g331330	7.33E-29	LOC105335217
PGEN_.00g331340	1.92E-18	LOC105332138
PGEN_.00g331350	2.12E-12	LOC117689415
PGEN_.00g331360	2.7	LOC105338772
PGEN_.00g331370	1.64E-19	LOC105339440
PGEN_.00g331390	2.04E-05	LOC105333004
PGEN_.00g331400	2.02E-05	LOC105331699
PGEN_.00g331410	8.8	LOC105319136
PGEN_.00g331440	4.6	LOC105327492
PGEN_.00g331450	2.01E-05	LOC105338148
PGEN_.00g331460	0.8	LOC105341526
PGEN_.00g331470	4.56E-15	LOC105320298
PGEN_.00g331480	2.1	LOC117689107
PGEN_.00g331490	2.18E-17	LOC105343998
PGEN_.00g331500	5.7	LOC105328026
PGEN_.00g331510	0.016	LOC105335299
PGEN_.00g331520	3.45E-12	LOC105317441
PGEN_.00g331530	1.39E-08	LOC117680778
PGEN_.00g331540	1.78E-15	LOC105338335
PGEN_.00g331550	2.90E-29	LOC105330625
PGEN_.00g331560	0.002	LOC105325760
PGEN_.00g331570	1.43E-06	LOC105330625
PGEN_.00g331580	2.44E-17	LOC117692956
PGEN_.00g331590	3.08E-12	LOC105327431
PGEN_.00g331600	4.41E-105	LOC105327332
PGEN_.00g331610	4.89E-22	LOC105327335
PGEN_.00g331620	1.68E-23	LOC105327336
PGEN_.00g331630	2.25E-31	LOC105332144
PGEN_.00g331640	2.43E-53	LOC105343645
PGEN_.00g331650	2.00E-63	LOC105343645
PGEN_.00g331660	0	LOC105342016
PGEN_.00g331680	6.79E-06	LOC105330621
PGEN_.00g331690	1.01E-25	LOC105330622
PGEN_.00g331700	3.60E-13	LOC105317296
PGEN_.00g331710	0.001	LOC105324448
PGEN_.00g331730	5.40E-06	LOC105333445
PGEN_.00g331740	1.03E-34	LOC105338683
PGEN_.00g331750	3.69E-27	LOC105338683
PGEN_.00g331760	0.078	LOC105320244
PGEN_.00g331770	1.14E-11	LOC105328271
PGEN_.00g331780	4.95E-16	LOC117685650
PGEN_.00g331790	0.037	LOC105318703
PGEN_.00g331800	2.2	LOC105322285
PGEN_.00g331820	5.47E-13	LOC105331276
PGEN_.00g331830	3.39E-21	LOC105335847
PGEN_.00g331850	9.82E-23	LOC105320748
PGEN_.00g331860	2.78E-21	LOC105321235
PGEN_.00g331880	1.64E-49	LOC117681553
PGEN_.00g331890	4.42E-41	LOC105348719
PGEN_.00g331900	4.21E-11	LOC105320749
PGEN_.00g331910	5.16E-32	LOC105343569
PGEN_.00g331920	2.59E-10	LOC117686323
PGEN_.00g331930	8.18E-52	LOC105332787
PGEN_.00g331940	0.016	LOC117681623
PGEN_.00g331950	3.31E-32	LOC105327034
PGEN_.00g331960	4.72E-14	LOC105341135
PGEN_.00g331970	2.40E-25	LOC105317759
PGEN_.00g331980	4.12E-25	LOC105317759
PGEN_.00g331990	1.16E-18	LOC105341135
PGEN_.00g332000	2.43E-32	LOC105327034
PGEN_.00g332010	0.12	LOC117681623
PGEN_.00g332020	3.62E-52	LOC105332787
PGEN_.00g332030	1.53E-06	LOC105320711
PGEN_.00g332040	8.69E-32	LOC105343569
PGEN_.00g332050	9.77E-24	LOC105343998
PGEN_.00g332060	0.011	LOC105323012
PGEN_.00g332070	1.29E-23	LOC105343998
PGEN_.00g332080	4.76E-11	LOC105338424
PGEN_.00g332090	5.66E-10	LOC105331649
PGEN_.00g332100	2.94E-12	LOC105331649
PGEN_.00g332110	3.43E-24	LOC117688935
PGEN_.00g332120	1.37E-14	LOC105346085
PGEN_.00g332130	1.28E-29	LOC105339817
PGEN_.00g332140	3.60E-09	LOC105317717
PGEN_.00g332150	5.88E-10	LOC105339065
PGEN_.00g332160	9.73E-11	LOC105329024
PGEN_.00g332170	1.04E-09	LOC105321692
